LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,BILL_AMT1,PAY_AMT1,PAY_AMT2,default_payment_next_month
230000,female,graduate school,single,42,on time,on time,107,529,135,0
400000,female,university,single,42,on time,on time,3608,4052,9939,0
200000,female,high school,single,42,1 month(s) late,on time,-105,10000,2509,0
20000,female,university,married,46,2 month(s) late,on time,5437,1264,1284,1
200000,female,graduate school,married,38,on time,on time,3824,6115,11950,0
140000,female,graduate school,single,34,on time,on time,1500,0,0,0
360000,female,graduate school,single,29,on time,on time,270528,10256,12000,0
360000,female,graduate school,married,36,1 month(s) late,on time,-1,0,0,0
390000,female,other,single,45,on time,on time,184547,6645,5782,0
390000,female,graduate school,single,41,on time,on time,-13,0,0,1
160000,female,high school,married,35,on time,on time,335,0,312,0
340000,female,graduate school,single,44,on time,on time,2732,2183,4142,0
280000,female,graduate school,married,36,on time,2 month(s) late,832,0,416,0
500000,female,graduate school,single,42,on time,on time,21179,51304,21138,0
60000,female,graduate school,single,46,on time,on time,16017,22000,3000,0
420000,female,university,single,37,on time,on time,14823,1800,1608,0
160000,female,graduate school,married,38,on time,on time,6555,0,0,0
230000,female,university,single,34,on time,on time,316,316,316,0
230000,female,graduate school,single,31,2 month(s) late,on time,125270,6531,5091,1
280000,female,university,married,36,on time,on time,2874,2888,2888,0
180000,female,university,single,31,on time,on time,6903,8000,3003,0
100000,female,graduate school,married,40,on time,on time,1895,0,0,1
180000,female,graduate school,single,33,on time,on time,3302,1295,0,0
30000,female,other,single,46,on time,on time,29213,5064,0,0
320000,female,university,married,39,on time,on time,46383,68800,0,0
590000,female,high school,married,39,on time,on time,128659,5025,5693,0
130000,female,university,married,38,on time,on time,5636,8510,6279,0
130000,female,graduate school,married,33,on time,on time,1365,84118,44404,0
280000,female,university,married,41,1 month(s) late,on time,268,509,0,0
90000,female,university,married,40,on time,on time,89789,7069,0,0
320000,female,university,married,30,on time,on time,1031,1895,2927,0
160000,female,university,married,31,on time,on time,63780,3518,3015,0
150000,female,university,married,37,on time,on time,104460,6000,4573,0
40000,female,university,married,48,on time,on time,27273,2000,3000,0
180000,female,high school,married,31,on time,on time,68450,3100,3200,0
550000,female,university,single,39,on time,on time,336722,11007,10507,0
50000,female,graduate school,married,45,1 month(s) late,2 month(s) late,6805,0,17453,0
220000,female,graduate school,single,36,on time,on time,222598,10000,8018,1
360000,female,university,single,40,on time,on time,9325,10741,46378,0
250000,female,university,single,35,on time,on time,277822,6150,6235,0
340000,female,graduate school,married,46,on time,on time,94915,3224,4000,0
180000,female,graduate school,married,44,on time,on time,1210,1071,6557,0
30000,female,high school,single,48,2 month(s) late,2 month(s) late,26950,0,3200,1
300000,female,high school,single,33,on time,on time,76922,0,0,1
40000,female,university,married,37,on time,on time,5366,1273,2000,0
500000,female,graduate school,married,47,on time,on time,26110,2064,5025,0
180000,female,graduate school,married,41,on time,on time,55193,5000,6000,0
350000,female,graduate school,married,44,on time,on time,110819,6000,4000,0
90000,female,university,single,48,on time,on time,6224,8150,0,0
240000,female,university,single,31,on time,on time,245553,10178,10577,0
50000,female,high school,other,46,on time,on time,44835,1900,2050,0
220000,female,graduate school,single,33,on time,2 month(s) late,1379,705,325,0
180000,female,university,single,38,on time,on time,25895,2000,2000,0
400000,female,other,married,37,on time,on time,14889,929,1191,0
220000,female,graduate school,married,42,3 month(s) late,2 month(s) late,2500,0,0,1
180000,female,other,married,48,on time,on time,872,3347,2962,0
80000,female,high school,married,38,on time,on time,39604,1000,0,1
360000,female,graduate school,single,37,on time,on time,198839,7000,8071,0
170000,female,graduate school,single,49,on time,on time,163951,5100,6000,0
130000,female,university,married,48,on time,on time,0,1240,1487,0
290000,female,graduate school,married,30,on time,on time,216328,8000,8600,0
90000,female,university,married,32,on time,on time,79105,8200,0,0
130000,female,high school,single,32,on time,on time,12535,2000,2040,0
140000,female,graduate school,other,48,1 month(s) late,on time,0,780,1176,0
510000,female,university,single,48,on time,on time,113616,9019,8000,0
50000,female,graduate school,married,39,on time,on time,2080,0,0,0
200000,female,graduate school,single,40,on time,on time,1489,9973,2457,0
200000,female,graduate school,single,37,on time,on time,83000,2500,5000,0
400000,female,university,single,36,on time,on time,69376,2255,1421,0
310000,female,graduate school,married,35,on time,on time,1815,3689,20658,0
210000,female,graduate school,married,46,on time,on time,50720,3111,2109,0
90000,female,university,married,33,on time,on time,77379,2500,3908,0
270000,female,graduate school,single,31,on time,on time,9213,1080,1000,0
30000,female,high school,married,39,on time,on time,30238,2000,1635,1
30000,female,university,married,41,on time,on time,20061,1542,2002,0
210000,female,university,married,36,on time,on time,2853,8037,6018,0
110000,female,graduate school,married,43,on time,on time,104622,4000,5500,0
160000,female,university,married,42,1 month(s) late,on time,0,0,369,0
380000,female,graduate school,single,30,on time,on time,27015,5700,2800,0
140000,female,graduate school,single,33,on time,on time,954,1015,310,0
250000,female,high school,married,44,on time,on time,166325,6686,7037,0
150000,female,graduate school,single,39,on time,on time,1709,14674,771,0
230000,female,university,single,43,2 month(s) late,2 month(s) late,206245,13126,10000,1
220000,female,graduate school,married,49,on time,on time,0,0,0,1
60000,female,high school,married,39,1 month(s) late,2 month(s) late,31011,0,3000,0
50000,female,other,married,41,on time,on time,46148,4000,5000,1
300000,female,university,married,40,1 month(s) late,on time,0,0,0,0
320000,female,university,married,41,on time,on time,2555,7100,651,0
250000,female,graduate school,married,43,on time,on time,331,0,0,0
200000,female,high school,married,42,on time,on time,858,1406,3673,0
110000,female,high school,married,36,on time,on time,3681,6026,1555,0
50000,female,high school,single,46,on time,on time,36259,2500,2127,0
300000,female,other,single,45,1 month(s) late,on time,0,1669,0,0
50000,female,other,married,33,1 month(s) late,2 month(s) late,26358,4,1925,0
230000,female,high school,married,42,on time,on time,170,2217,3167,0
30000,female,university,married,36,on time,on time,528,0,0,1
30000,female,university,married,41,3 month(s) late,2 month(s) late,1660,428,0,0
290000,female,university,married,41,on time,on time,4783,2552,0,0
210000,female,graduate school,married,47,on time,on time,234,0,0,0
200000,female,university,married,46,on time,on time,827,1654,0,0
150000,female,university,married,41,on time,on time,11026,9640,9976,0
110000,female,graduate school,married,45,on time,on time,21842,3000,2007,0
20000,female,university,married,43,2 month(s) late,on time,13139,1300,5000,1
360000,female,graduate school,single,28,on time,on time,79161,4000,4000,0
230000,female,graduate school,married,35,on time,on time,165405,6027,7000,0
60000,female,university,married,38,on time,on time,27527,5000,5000,0
470000,female,university,married,45,on time,on time,212948,30000,15000,0
120000,female,graduate school,single,29,on time,on time,59538,4000,5069,0
50000,female,university,single,35,on time,on time,41657,10000,11000,0
140000,female,graduate school,married,40,1 month(s) late,on time,0,1220,0,0
500000,female,graduate school,married,39,on time,on time,10840,1108,2111,0
400000,female,university,single,41,on time,on time,43672,678,330,1
310000,female,university,single,34,on time,on time,87559,3000,3022,0
320000,female,graduate school,married,42,on time,on time,304057,20000,10000,1
330000,female,graduate school,married,41,on time,on time,11006,4160,48549,0
240000,female,university,married,38,on time,on time,231990,10028,7711,0
290000,female,university,married,36,on time,on time,8909,8300,972,0
150000,female,graduate school,married,39,on time,on time,10147,0,1351,0
50000,female,university,married,34,on time,on time,5745,1023,1051,0
210000,female,graduate school,married,37,on time,on time,2960,0,0,0
150000,female,graduate school,married,38,on time,on time,14391,1213,4952,0
210000,female,university,married,46,on time,2 month(s) late,594,0,21451,0
180000,female,graduate school,married,40,on time,on time,34483,22864,1133,0
360000,female,graduate school,single,33,1 month(s) late,on time,0,0,0,1
220000,female,high school,single,33,on time,on time,179430,7041,6921,0
160000,female,university,married,40,1 month(s) late,on time,0,3685,0,0
500000,female,high school,married,40,on time,on time,38322,1284,1231,0
100000,female,high school,married,43,2 month(s) late,2 month(s) late,100792,0,4107,0
80000,female,university,married,47,on time,on time,966,0,647,1
360000,female,university,single,35,on time,on time,0,0,0,1
230000,female,high school,married,49,on time,on time,224985,10000,8000,0
180000,female,graduate school,single,33,on time,on time,4500,2580,178,0
200000,female,graduate school,single,44,on time,on time,203045,4501,4916,1
60000,female,university,married,45,on time,on time,60244,3000,2577,0
280000,female,graduate school,married,35,on time,on time,171057,7000,7000,0
80000,female,high school,married,48,on time,on time,396,792,0,1
200000,female,graduate school,married,40,1 month(s) late,on time,0,0,0,0
50000,female,university,single,37,on time,on time,4793,3000,0,0
460000,female,graduate school,single,34,on time,on time,14460,8869,23664,0
220000,female,graduate school,married,34,on time,on time,2774,5162,6615,0
170000,female,graduate school,married,37,on time,on time,397,395,396,0
50000,female,university,married,41,on time,on time,10400,0,23425,0
210000,female,graduate school,married,44,on time,on time,89519,20033,10000,0
20000,female,university,married,31,1 month(s) late,2 month(s) late,9701,0,2969,0
230000,female,graduate school,married,46,on time,on time,266,0,0,0
390000,female,graduate school,single,32,on time,on time,46895,7518,12006,0
180000,female,university,single,34,on time,on time,18314,2000,2000,0
130000,female,high school,married,33,1 month(s) late,on time,0,0,0,0
250000,female,high school,married,43,on time,on time,278,278,278,0
500000,female,graduate school,married,37,on time,on time,6694,17470,15091,1
240000,female,graduate school,single,40,on time,on time,338294,2857,3000,0
270000,female,university,single,39,on time,on time,3073,1816,1163,0
450000,female,high school,single,44,on time,on time,11150,4281,0,0
280000,female,high school,married,33,on time,on time,75953,9348,4700,1
170000,female,graduate school,single,42,on time,on time,3480,316,316,0
280000,female,graduate school,single,30,on time,on time,26679,52223,25100,0
170000,female,university,married,43,on time,on time,38137,1934,1671,0
200000,female,graduate school,single,37,on time,on time,19149,1500,2000,0
380000,female,graduate school,single,33,on time,on time,89842,8000,8009,0
500000,female,graduate school,single,44,on time,on time,522,20007,5000,0
40000,female,graduate school,single,29,on time,on time,35735,2017,1206,0
150000,female,university,married,29,2 month(s) late,on time,123248,5000,6000,1
220000,female,university,married,34,on time,on time,36242,3000,2000,0
200000,female,graduate school,single,29,on time,on time,181821,6000,7000,0
360000,female,graduate school,married,43,on time,on time,0,0,0,0
100000,female,graduate school,married,36,on time,on time,905,3450,1195,0
420000,female,university,married,34,on time,on time,158471,1644,1436,1
200000,female,graduate school,married,39,1 month(s) late,on time,0,0,0,0
310000,female,university,single,36,on time,on time,298221,10500,9672,1
180000,female,university,single,34,on time,on time,41699,1800,2100,0
500000,female,other,married,32,on time,on time,5353,6081,5588,0
230000,female,graduate school,single,35,on time,on time,0,0,0,0
50000,female,graduate school,single,40,on time,on time,52841,1860,2619,0
250000,female,graduate school,married,40,1 month(s) late,2 month(s) late,16503,0,1400,0
150000,female,university,single,31,1 month(s) late,2 month(s) late,22723,0,3500,0
50000,female,university,married,34,on time,on time,2435,0,197,0
100000,female,university,married,35,on time,on time,77394,2640,3007,1
110000,female,university,single,42,2 month(s) late,2 month(s) late,39635,1900,2000,1
210000,female,university,single,38,on time,on time,76418,5000,5000,0
150000,female,graduate school,single,45,on time,on time,1923,101,0,0
80000,female,graduate school,married,44,1 month(s) late,on time,-60,2460,595,0
200000,female,university,married,48,on time,on time,-1123,4165,1700,1
150000,female,graduate school,single,35,2 month(s) late,2 month(s) late,55337,0,2503,1
100000,female,high school,married,39,on time,on time,10135,1646,5635,0
110000,female,graduate school,single,32,on time,on time,46603,2536,5000,0
240000,female,graduate school,single,33,on time,on time,99938,3500,4200,0
80000,female,high school,married,42,on time,on time,0,0,0,0
180000,female,graduate school,single,35,on time,on time,5450,0,0,1
180000,female,university,single,35,1 month(s) late,on time,0,0,0,0
400000,female,graduate school,single,31,on time,on time,-287,0,5726,0
260000,female,university,married,41,on time,on time,195465,8400,8800,0
160000,female,university,married,47,on time,3 month(s) late,1857,0,0,1
240000,female,university,married,34,on time,on time,7806,2481,2550,0
260000,female,graduate school,married,35,on time,on time,0,0,0,0
160000,female,university,single,38,on time,on time,159637,5580,5680,0
80000,female,high school,single,43,on time,on time,66047,2071,2063,0
480000,female,graduate school,married,39,on time,on time,98569,10620,302000,1
270000,female,high school,married,41,on time,on time,48872,3688,2638,0
100000,female,university,single,40,2 month(s) late,on time,40626,2000,4000,1
300000,female,high school,single,40,on time,on time,390,390,390,0
450000,female,high school,single,40,on time,on time,5453,26731,55367,0
360000,female,graduate school,married,43,1 month(s) late,on time,0,0,0,0
170000,female,university,married,40,on time,on time,134496,17400,5921,0
50000,female,high school,married,36,on time,on time,48032,1771,2123,0
50000,female,high school,single,30,on time,on time,16986,1186,2000,1
240000,female,university,married,31,1 month(s) late,2 month(s) late,6900,0,4000,1
440000,female,university,single,34,on time,on time,6480,1000,226848,0
180000,female,university,single,35,2 month(s) late,on time,168090,5500,6001,0
140000,female,university,single,40,on time,on time,0,1887,0,0
150000,female,graduate school,single,34,1 month(s) late,on time,0,53,0,0
100000,female,university,single,35,on time,on time,100207,4026,3100,0
190000,female,university,married,40,on time,on time,124082,4500,6147,0
200000,female,graduate school,married,40,1 month(s) late,on time,0,114558,3796,0
260000,female,graduate school,married,41,on time,on time,157551,7312,18934,0
580000,female,university,married,34,1 month(s) late,2 month(s) late,420115,0,38001,1
100000,female,university,single,36,on time,on time,101513,3600,5006,0
400000,female,graduate school,married,40,on time,on time,3716,4318,273,0
350000,female,graduate school,single,32,on time,on time,24522,18970,5594,0
140000,female,university,married,43,2 month(s) late,2 month(s) late,90632,0,4200,1
90000,female,university,married,46,on time,on time,1829,2793,696,0
180000,female,graduate school,married,40,1 month(s) late,on time,0,319,0,1
150000,female,graduate school,married,41,on time,on time,3275,1105,0,0
200000,female,graduate school,single,40,on time,on time,0,0,0,1
390000,female,university,married,39,on time,on time,359641,11100,13163,0
180000,female,university,single,28,on time,on time,416,416,416,1
90000,female,graduate school,single,28,1 month(s) late,2 month(s) late,5799,0,3000,0
240000,female,university,married,29,on time,on time,81274,3101,3385,0
320000,female,graduate school,single,28,on time,on time,331,1085,6146,1
90000,female,graduate school,single,28,2 month(s) late,3 month(s) late,88627,0,0,1
200000,female,graduate school,married,40,on time,on time,5853,6567,9421,0
210000,female,graduate school,single,41,on time,on time,194,6479,0,1
160000,female,university,married,31,3 month(s) late,2 month(s) late,166573,2000,5000,1
100000,female,graduate school,single,28,on time,on time,77007,5000,5000,0
240000,female,graduate school,single,29,on time,on time,236883,8636,9303,0
50000,female,high school,married,50,on time,on time,12164,1521,1243,0
50000,female,university,married,50,on time,on time,21956,2000,1306,0
20000,female,high school,married,52,on time,on time,10248,1501,2743,1
320000,female,graduate school,married,50,on time,on time,885,2116,11481,0
60000,female,high school,married,50,on time,on time,2811,297,737,1
230000,female,graduate school,married,49,on time,on time,1034,299,8997,0
170000,female,graduate school,married,50,on time,on time,1978,2191,3185,0
400000,female,graduate school,married,49,1 month(s) late,2 month(s) late,9279,0,0,0
200000,female,high school,single,50,on time,on time,3943,1443,2583,0
250000,female,high school,married,50,on time,on time,193355,8173,0,0
460000,female,university,married,50,on time,on time,581319,19141,19141,1
10000,female,high school,single,54,on time,on time,1083,780,780,0
50000,female,university,married,50,on time,on time,32570,3000,6000,0
150000,female,university,married,50,on time,on time,0,0,0,1
290000,female,university,married,50,on time,on time,272799,10109,10126,0
50000,female,high school,married,58,on time,on time,7308,1200,1500,0
120000,female,high school,married,65,on time,on time,58436,2740,2407,0
250000,female,graduate school,married,53,on time,on time,440,439,441,0
500000,female,high school,married,54,on time,on time,0,0,0,1
160000,female,university,married,55,on time,on time,86179,4000,3000,0
60000,female,high school,married,58,1 month(s) late,2 month(s) late,26259,0,1750,0
10000,female,university,other,52,1 month(s) late,4 month(s) late,8546,0,0,1
20000,female,university,married,50,1 month(s) late,on time,0,780,181,0
80000,female,university,married,51,on time,on time,42731,1365,1500,1
100000,female,high school,married,57,on time,on time,101890,4000,4000,0
30000,female,high school,married,53,2 month(s) late,2 month(s) late,35647,0,1733,0
230000,female,university,single,53,on time,on time,148058,20074,6246,0
360000,female,high school,married,53,on time,on time,0,208,2489,1
30000,female,high school,married,52,on time,on time,27964,1720,2000,0
300000,female,high school,married,52,on time,on time,293174,15000,25000,0
110000,female,high school,married,64,on time,on time,83050,4000,3275,0
450000,female,graduate school,married,54,on time,on time,2500,0,0,0
330000,female,high school,married,53,on time,on time,287021,6802,102428,0
240000,female,university,married,55,2 month(s) late,on time,72188,3000,3200,0
100000,female,high school,married,55,on time,on time,17048,10000,35000,0
30000,female,high school,married,56,on time,on time,29261,1500,1790,0
120000,female,high school,married,50,on time,on time,109372,5500,4200,0
310000,female,university,married,50,on time,on time,316,316,6464,0
290000,female,graduate school,married,51,on time,on time,0,22888,783,0
230000,female,high school,married,52,on time,on time,986,3939,2244,0
270000,female,university,married,52,on time,on time,43210,3500,3000,0
160000,female,other,single,52,on time,on time,157018,5000,5000,0
280000,female,university,married,51,2 month(s) late,2 month(s) late,258764,25000,7500,0
20000,female,university,married,54,1 month(s) late,2 month(s) late,14930,11,1392,1
400000,female,graduate school,married,55,on time,on time,153951,193358,72356,0
50000,female,high school,single,56,on time,on time,26242,3006,6152,0
130000,female,university,married,52,on time,on time,50662,4600,0,0
100000,female,high school,other,56,1 month(s) late,2 month(s) late,28625,0,1500,0
400000,female,university,married,55,on time,on time,530,5101,6,0
120000,female,university,married,54,1 month(s) late,on time,-200,0,0,1
200000,female,graduate school,married,58,1 month(s) late,2 month(s) late,203108,7500,0,1
260000,female,graduate school,married,55,1 month(s) late,on time,0,0,0,0
110000,female,graduate school,married,56,on time,on time,34102,2000,1700,0
260000,female,high school,married,65,on time,on time,0,0,0,1
220000,female,graduate school,married,56,1 month(s) late,on time,0,0,0,0
60000,female,high school,married,61,on time,on time,28208,1495,2004,0
140000,female,high school,married,56,on time,on time,11106,3000,0,0
100000,female,high school,married,50,on time,on time,16469,2000,2000,0
360000,female,university,single,51,1 month(s) late,on time,-28,15528,2145,0
160000,female,university,married,52,on time,on time,465,10451,0,0
30000,female,university,married,52,1 month(s) late,2 month(s) late,34104,0,2000,1
200000,female,university,married,52,on time,on time,290122,7100,7500,0
330000,female,university,single,59,on time,on time,130797,20000,3500,0
80000,female,high school,married,56,on time,on time,1407,1068,1000,0
140000,female,graduate school,married,56,on time,on time,136084,6500,4300,1
270000,female,high school,married,55,on time,on time,2039,7922,4246,0
90000,female,high school,married,50,on time,on time,91123,3614,3223,0
120000,female,high school,single,50,on time,on time,6574,1374,45812,0
50000,female,university,married,50,on time,on time,49068,1848,2194,0
320000,female,high school,married,52,on time,on time,650,2080,218,0
80000,female,university,single,56,on time,on time,49350,2000,2000,0
180000,female,university,married,58,on time,on time,0,0,750,0
60000,female,university,single,51,on time,on time,38788,2065,2000,0
440000,female,graduate school,married,54,on time,on time,293717,9700,6323,0
50000,female,high school,married,50,1 month(s) late,on time,0,1381,0,1
160000,female,graduate school,single,50,on time,on time,1902,14846,1096,0
50000,female,university,married,51,1 month(s) late,2 month(s) late,4746,0,0,0
50000,female,high school,single,57,2 month(s) late,2 month(s) late,50525,0,0,1
140000,female,graduate school,single,54,1 month(s) late,3 month(s) late,17962,0,1300,1
80000,female,high school,married,57,on time,on time,80297,3410,13800,0
300000,female,high school,other,53,on time,on time,0,0,0,0
40000,female,high school,married,60,on time,on time,14019,2000,3000,0
30000,female,university,married,54,on time,on time,38866,2000,4501,1
300000,female,high school,married,50,on time,on time,0,0,0,1
20000,female,university,married,59,3 month(s) late,2 month(s) late,8803,2800,0,1
20000,female,high school,single,54,on time,on time,13543,1300,2800,0
140000,female,university,married,56,on time,on time,123460,5000,5000,0
200000,female,high school,married,49,2 month(s) late,on time,570,52439,0,1
200000,female,graduate school,married,50,on time,2 month(s) late,2070,2500,0,0
400000,female,university,single,50,on time,on time,15986,4359,0,0
290000,female,high school,married,50,1 month(s) late,2 month(s) late,173564,7000,0,0
210000,female,high school,married,53,on time,on time,88680,7350,0,0
50000,female,university,married,54,on time,on time,46137,2000,2045,0
20000,female,high school,single,56,on time,on time,11471,1214,3100,0
360000,female,graduate school,single,54,on time,on time,4463,3270,0,0
70000,female,high school,married,53,2 month(s) late,on time,70659,3000,3200,1
80000,female,university,married,52,1 month(s) late,2 month(s) late,82904,0,7000,0
230000,female,high school,married,66,on time,on time,0,5580,500,0
30000,female,university,single,52,on time,on time,19629,1340,2000,0
500000,female,graduate school,married,52,on time,on time,76701,2540,3334,0
260000,female,graduate school,married,51,1 month(s) late,on time,0,2000,558,0
330000,female,graduate school,married,58,on time,on time,880,2304,0,1
350000,female,graduate school,married,59,on time,on time,0,0,0,0
200000,female,other,married,50,on time,on time,0,1882,1325,0
130000,female,university,single,52,on time,on time,124007,6000,5000,0
610000,female,high school,married,50,on time,on time,10579,11299,9710,0
330000,female,university,married,51,on time,on time,208263,10000,10500,0
70000,female,university,married,51,2 month(s) late,2 month(s) late,42815,2100,2000,1
110000,female,high school,single,51,on time,on time,111255,4112,4519,0
120000,female,graduate school,married,51,on time,on time,117287,6500,6000,0
480000,female,graduate school,married,52,on time,on time,105286,87170,18802,0
80000,female,university,single,52,on time,on time,88819,2990,3714,0
200000,female,graduate school,married,52,on time,on time,16964,317,1169,0
20000,female,university,married,51,on time,on time,11156,2300,1300,0
230000,female,high school,married,70,on time,on time,183500,7000,5500,1
40000,female,high school,single,52,on time,on time,31960,2000,2000,0
350000,female,university,married,56,on time,on time,1966,14515,13316,0
360000,female,university,married,56,on time,on time,919,2385,0,0
30000,female,high school,married,67,2 month(s) late,2 month(s) late,27943,3580,0,0
360000,female,university,married,61,2 month(s) late,on time,353176,13869,11644,1
30000,female,high school,married,60,3 month(s) late,2 month(s) late,1950,0,0,1
120000,female,high school,married,61,1 month(s) late,2 month(s) late,121709,99,8800,1
20000,female,high school,married,56,on time,on time,19774,2009,2000,0
140000,female,graduate school,married,56,3 month(s) late,2 month(s) late,450,0,0,1
20000,female,university,married,59,1 month(s) late,2 month(s) late,19328,0,1700,1
80000,female,high school,married,54,on time,on time,68519,2500,2671,0
360000,female,high school,married,56,1 month(s) late,on time,0,0,0,0
50000,female,high school,married,56,on time,on time,45652,1734,5000,0
150000,female,graduate school,married,55,on time,on time,14149,18734,18040,0
20000,female,university,single,53,2 month(s) late,4 month(s) late,17474,1500,0,0
10000,female,high school,single,53,2 month(s) late,2 month(s) late,9917,3400,2000,1
100000,female,university,single,56,on time,on time,390,780,0,0
360000,female,high school,married,73,on time,on time,0,0,0,1
170000,female,university,single,53,on time,on time,784,605,826,0
70000,female,high school,married,55,on time,on time,68467,2249,1519,0
30000,female,high school,married,53,on time,on time,8615,1500,1700,0
80000,female,graduate school,single,54,on time,on time,78294,3500,5608,1
100000,female,high school,single,58,on time,on time,98067,4600,5000,0
20000,female,high school,married,56,1 month(s) late,3 month(s) late,9061,0,1200,1
60000,female,university,single,53,1 month(s) late,2 month(s) late,8735,0,1000,1
510000,female,high school,married,61,on time,on time,187070,8500,17000,0
260000,female,high school,married,54,on time,on time,9760,5484,2504,0
360000,female,graduate school,married,64,on time,on time,0,4900,0,0
300000,female,university,married,53,on time,on time,7733,7424,8351,0
160000,female,high school,married,74,on time,on time,79201,3783,2268,0
240000,female,university,married,56,3 month(s) late,2 month(s) late,2500,0,0,1
150000,female,high school,single,58,2 month(s) late,on time,152767,6251,5000,0
90000,female,high school,single,60,on time,on time,1933,63201,5322,0
500000,female,university,married,73,on time,on time,0,2826,2652,1
140000,female,university,married,60,2 month(s) late,2 month(s) late,113079,0,5600,1
170000,female,high school,married,57,on time,on time,163452,7300,8000,0
280000,female,graduate school,married,56,on time,on time,4320,4811,9957,0
30000,male,graduate school,single,30,on time,on time,26061,1780,1752,0
120000,male,graduate school,single,34,on time,on time,646,1271,0,1
50000,female,high school,single,55,2 month(s) late,on time,13741,1243,1267,0
80000,male,university,single,41,on time,on time,60588,2505,3745,0
180000,male,university,single,29,on time,on time,177554,6500,7000,0
400000,male,university,single,26,1 month(s) late,on time,938,350,292,0
50000,male,graduate school,single,28,on time,on time,13258,5635,0,1
60000,male,high school,single,24,on time,on time,17054,1600,1300,0
200000,male,university,single,29,on time,on time,13765,14304,29404,0
50000,male,graduate school,single,29,on time,on time,50085,3000,4000,1
20000,male,high school,married,28,on time,on time,16066,2000,1400,1
130000,male,university,other,22,on time,on time,25200,0,0,0
10000,male,university,single,22,on time,5 month(s) late,10160,0,0,0
50000,male,high school,single,26,on time,on time,50343,1319,1902,0
10000,male,university,single,24,on time,on time,7521,1145,1148,0
200000,male,high school,single,27,on time,on time,3179,1844,2117,0
10000,male,university,single,27,on time,on time,9457,1107,1310,0
50000,male,high school,single,25,on time,on time,39686,5000,2000,0
20000,male,university,single,23,1 month(s) late,2 month(s) late,17081,300,1305,1
10000,male,high school,other,22,on time,on time,9473,1288,1400,1
100000,male,high school,married,35,on time,on time,94467,3627,3938,0
50000,male,university,single,23,on time,on time,49842,2000,2100,0
50000,male,university,single,23,on time,on time,46926,1387,4200,0
50000,male,university,single,23,on time,on time,11148,3000,1850,0
160000,male,graduate school,single,23,on time,on time,6760,4000,3000,0
10000,male,graduate school,single,23,on time,on time,6927,1500,3500,0
20000,male,university,single,23,on time,on time,6321,6000,597,0
20000,male,university,single,22,1 month(s) late,2 month(s) late,19698,2000,1300,1
50000,male,university,single,22,on time,on time,51159,3000,2650,0
90000,male,university,single,24,on time,on time,37985,2010,2000,0
20000,male,university,single,24,2 month(s) late,2 month(s) late,5266,1000,10000,1
20000,male,graduate school,single,24,1 month(s) late,2 month(s) late,6696,1000,1495,1
50000,male,university,single,23,on time,on time,50175,1796,2193,0
10000,male,high school,single,23,on time,on time,8604,1600,1351,0
150000,male,university,single,24,on time,on time,9514,15046,3367,0
60000,male,university,single,24,on time,on time,58197,3000,3010,0
20000,male,university,other,25,on time,on time,3855,1040,1225,0
10000,male,graduate school,single,23,1 month(s) late,on time,0,0,0,0
20000,male,university,single,24,on time,on time,18836,1318,1394,0
10000,male,graduate school,single,24,on time,on time,7760,1471,1100,0
10000,male,university,single,23,on time,on time,10041,2000,1503,0
20000,male,university,single,24,2 month(s) late,on time,16794,1288,1773,0
50000,male,graduate school,single,23,on time,on time,980,3500,11000,0
20000,male,university,single,22,on time,on time,4341,1245,1265,0
50000,male,university,single,24,on time,on time,6701,2200,2700,0
10000,male,university,single,23,on time,on time,7545,1500,1588,0
50000,male,university,single,24,on time,on time,18684,1323,1654,0
30000,male,graduate school,single,24,on time,on time,11080,0,0,0
250000,male,university,single,24,1 month(s) late,on time,0,0,1859,0
50000,male,university,single,24,on time,on time,49411,2100,2183,0
50000,male,university,single,23,on time,on time,22643,1497,1609,1
10000,male,university,single,23,on time,on time,2427,3775,0,1
20000,male,university,single,23,on time,on time,16994,1700,2000,0
20000,male,university,single,23,on time,on time,18963,1300,1400,1
50000,male,university,single,23,on time,on time,50511,1785,2341,0
50000,male,high school,single,24,1 month(s) late,2 month(s) late,50645,0,2177,0
20000,male,university,single,24,on time,on time,15940,3572,2000,0
110000,male,university,single,24,on time,on time,326,326,176,1
20000,male,graduate school,single,23,on time,on time,11819,1524,3100,0
50000,male,university,single,24,on time,on time,390,390,390,1
50000,male,university,single,25,on time,on time,43793,1651,1650,0
140000,male,university,single,25,1 month(s) late,on time,0,850,2620,0
50000,male,graduate school,married,25,on time,on time,47053,2000,1500,0
10000,male,university,single,25,1 month(s) late,on time,0,0,0,0
70000,male,high school,single,25,1 month(s) late,2 month(s) late,69447,0,4000,1
20000,male,university,single,25,on time,on time,14989,1263,1307,1
20000,male,high school,single,25,3 month(s) late,2 month(s) late,1650,0,0,1
20000,male,university,single,25,1 month(s) late,2 month(s) late,18885,3300,0,1
20000,male,university,single,25,on time,on time,17927,1500,1500,0
60000,male,university,single,26,on time,on time,38815,2023,1491,0
50000,male,university,married,25,on time,on time,47410,2100,2000,0
50000,male,university,married,25,on time,on time,49007,1922,2200,1
30000,male,university,married,25,on time,on time,11355,1512,1225,1
20000,male,high school,single,24,on time,on time,19438,1273,1319,0
50000,male,university,single,25,on time,on time,20636,1604,1702,1
